?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/UBERON_0000955>	"Cavitated compound organ which is comprised of gray and white matter and surrounds the cerebral ventricular system.[TAO]"	
<http://purl.obolibrary.org/obo/BFO_0000001>		
<http://purl.obolibrary.org/obo/GO_1901873>	"Any process that modulates the frequency, rate or extent of post-translational protein modification."	
<http://edamontology.org/operation_0435>	"Find operons (operators, promoters and genes) in bacteria genes."	
<http://purl.obolibrary.org/obo/GO_0016477>	"The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues."	
<http://purl.obolibrary.org/obo/DOID_12365>	"A parasitic protozoa infectious disease characterized as a vector-borne infectious disease caused by the presence of protozoan parasites of the genus Plasmodium in the red blood cells, transmitted from an infected to an uninfected individual by the bite of anopheline mosquitoes, and characterized by periodic attacks of chills and fever that coincide with mass destruction of blood cells and the release of toxic substances by the parasite at the end of each reproductive cycle."@en	
<http://edamontology.org/data_1383>	"Alignment of multiple nucleotide sequences."	
<http://purl.obolibrary.org/obo/OBI_0002692>	"An assay that uses polymerase chain reaction technique to amplify DNA."@en	
<http://purl.obolibrary.org/obo/ENVO_00002034>	"A complex aggregation of microorganisms marked by the excretion of a protective and adhesive matrix; usually adhering to a substratum."	
<http://purl.obolibrary.org/obo/GO_0006805>	"The chemical reactions and pathways involving a xenobiotic compound, a compound foreign to the organism exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical."	
<http://purl.obolibrary.org/obo/GO_0050794>	"Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."	
<http://purl.obolibrary.org/obo/PATO_0000141>	"A morphology quality inhering in a bearer by virtue of the bearer's relative position, shape, arrangements and connectivity of an organism's various parts; the pattern underlying its form."	
<http://purl.obolibrary.org/obo/SO_0000833>	"A region of a transcript."	
<http://purl.obolibrary.org/obo/GO_0009987>	"Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."	
<http://purl.obolibrary.org/obo/BFO_0000002>	"An entity that exists in full at any time in which it exists at all, persists through time while maintaining its identity and has no temporal parts."@en	
<http://purl.obolibrary.org/obo/MI_2190>	"Non-protein coding transcripts longer than 200 nucleotides and that can be involved in a number of functions, like transcription, post-translational and epigenetic regulation. Most lncRNAs do not have a known function so far."	
<http://purl.obolibrary.org/obo/GO_0003674>	"A molecular process that can be carried out by the action of a single macromolecular machine, usually via direct physical interactions with other molecular entities. Function in this sense denotes an action, or activity, that a gene product (or a complex) performs."	
<http://purl.obolibrary.org/obo/OBI_0001557>	"A storage service in which a service consumer provides some material as input which a service provider stores and returns as output."@en	
<http://purl.obolibrary.org/obo/SO_0000143>	"A region of known length which may be used to manufacture a longer region."	
<http://edamontology.org/operation_0362>	"Annotate a genome sequence with terms from a controlled vocabulary."	
<http://purl.obolibrary.org/obo/SO_0000110>	"Any extent of continuous biological sequence."	
<http://edamontology.org/data_0976>	"An identifier that identifies a particular type of data."	
<http://purl.obolibrary.org/obo/SO_0000646>	"A small RNA molecule that is the product of a longer exogenous or endogenous dsRNA, which is either a bimolecular duplex or very long hairpin, processed (via the Dicer pathway) such that numerous siRNAs accumulate from both strands of the dsRNA. siRNAs trigger the cleavage of their target molecules."	
<http://semanticscience.org/resource/SIO_000510>		
<http://purl.obolibrary.org/obo/SO_0001060>	"A sequence_variant is a non exact copy of a sequence_feature or genome exhibiting one or more sequence_alteration."	
<http://purl.obolibrary.org/obo/NCIT_C17207>	"Transcription factors are a diverse group of proteins that bind to DNA at specific promoter or enhancer regions. They also bind to DNA-associated proteins to initiate, stimulate, inhibit or terminate transcription. The proteins are often physically associated in a preinitiation complex and contain structural motifs."	
<http://www.ebi.ac.uk/efo/EFO_0000510>	"A genetic modification of the genome of  an organism which may occur naturally by spontaneous mutation, or be introduced by some experimental means. Examples of genetic modification include specification of a transgene or the gene knocked-out or details of transient transfection."	
<http://purl.obolibrary.org/obo/SO_0000312>	"Attribute to describe a feature that has been experimentally verified."	
<http://purl.obolibrary.org/obo/T4FS_0000012>	"A specific deed, action, function or sphere of action in relation with the role of data stewardship"@en	
<http://purl.obolibrary.org/obo/SO_0000704>	"A region (or regions) that includes all of the sequence elements necessary to encode a functional transcript. A gene may include regulatory regions, transcribed regions and/or other functional sequence regions."	
<http://purl.obolibrary.org/obo/CLO_0037224>		
<http://purl.obolibrary.org/obo/UBERON_0001033>	"The sensory system used for the sense of taste.[AAO]"	
<http://purl.obolibrary.org/obo/GO_0005694>	"A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information."	
<http://purl.obolibrary.org/obo/GO_0006412>	"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome."	
<http://purl.obolibrary.org/obo/OBI_0302900>	"A group assignment which relies on chance to assign materials to a group of materials in order to avoid bias in experimental set up."@en	
<http://purl.obolibrary.org/obo/GO_0050909>	"The series of events required for an organism to receive a gustatory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Gustation involves the direct detection of chemical composition, usually through contact with chemoreceptor cells. This is a neurological process."	
<http://purl.obolibrary.org/obo/OGMS_0000045>	"A material entity which is clinically abnormal and part of an extended organism. Disorders are the physical basis of disease."@en	
<http://purl.obolibrary.org/obo/BFO_0000040>	"An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time."@en	
<http://purl.obolibrary.org/obo/CHEBI_33232>	"Intended use of the molecular entity or part thereof by humans."	
<http://purl.obolibrary.org/obo/PO_0007033>	"A plant structure development stage (PO:0009012) that has as primary participant a whole plant (PO:0000003)."	
<http://purl.obolibrary.org/obo/CHMO_0001001>	"A chromatography method where the stationary bed is within a tube (of standard length 25 cm). The particles of the solid stationary phase or support coated with a liquid stationary phase may fill the whole inside volume of the tube (packed column) or be concentrated on or along the inside tube wall leaving an open, unrestricted path for the mobile phase in the middle part of the tube (open-tubular column)."	
